Sw H+ Iono H	South to North	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
2.34E-07	0.472354383	-1.23E-08	0.409340352
-2.88E-07	0.472353952	1.82E-08	0.4093403
-1.53E-07	0.472352713	9.79E-09	0.409340231
2.06E-07	0.472352327	2.41E-08	0.4093402
1.87E-07	0.472351197	-3.54E-08	0.409340098
-2.39E-07	0.472350795	-2.00E-08	0.409339962
-1.95E-07	0.472349549	-4.86E-08	0.4093399
2.52E-07	0.472349118	7.04E-08	0.409339701
2.37E-07	0.472347705	4.34E-08	0.409339423
-2.90E-07	0.472347283	-6.24E-08	0.409339247
-1.05E-07	0.472346191	-3.99E-08	0.409338997
1.45E-07	0.472345906	-9.38E-08	0.40933888
1.16E-07	0.472345159	1.30E-07	0.409338525
-1.55E-07	0.472344871	1.00E-07	0.409337966
8.19E-08	0.472344131	-1.36E-07	0.409337607
-1.14E-07	0.472343905	7.08E-08	0.40933704
-8.01E-08	0.472343353	-9.92E-08	0.409336768
-1.77E-07	0.472343045	-6.72E-08	0.409336362
2.23E-07	0.47234269	-1.51E-07	0.40933618
1.94E-07	0.472341492	-3.07E-07	0.409335843
-2.45E-07	0.472341099	3.80E-07	0.409334961
-2.44E-07	0.472339686	3.91E-08	0.40933407
3.14E-07	0.472339154	2.27E-08	0.409333919
2.13E-07	0.472337656	-3.34E-08	0.409333823
-2.70E-07	0.47233722	-1.87E-08	0.409333695
-2.30E-07	0.472335784	-4.55E-08	0.409333637
2.92E-07	0.472335304	6.61E-08	0.40933345
2.88E-07	0.472333625	4.02E-08	0.40933319
-3.45E-07	0.472333164	-5.79E-08	0.409333026
-2.99E-09	0.47233227	-3.63E-08	0.409332796
1.50E-09	0.472332258	-8.58E-08	0.409332689
3.73E-09	0.47233225	1.20E-07	0.409332359
9.28E-09	0.472332233	8.93E-08	0.409331851
-1.38E-08	0.472332202	-1.22E-07	0.409331524
-7.22E-09	0.472332143	6.30E-08	0.409331021
-1.79E-08	0.472332109	-8.90E-08	0.409330775
-4.34E-08	0.472332028	-5.83E-08	0.409330416
-1.01E-07	0.472331845	-1.33E-07	0.409330254
1.40E-07	0.472331569	-2.76E-07	0.409329945
1.12E-07	0.472330849	3.46E-07	0.409329121
-1.50E-07	0.472330571	3.73E-08	0.409328134
7.91E-08	0.472329857	8.82E-08	0.409328023
-1.10E-07	0.472329638	-1.24E-07	0.409327683
-7.74E-08	0.472329105	-9.09E-08	0.409327162
1.10E-07	0.472328877	1.25E-07	0.409326827
7.50E-08	0.47232835	-6.42E-08	0.409326315
-1.05E-07	0.472328137	9.08E-08	0.409326064
-7.74E-08	0.472327616	5.89E-08	0.409325699
-1.73E-07	0.472327312	1.35E-07	0.409325534
2.30E-07	0.472326893	2.82E-07	0.409325215
2.20E-07	0.472325593	-3.56E-07	0.409324362
-2.77E-07	0.472325156	-7.03E-08	0.409323279
-2.42E-07	0.472323664	-1.60E-07	0.409323084
3.05E-07	0.472323179	2.16E-07	0.409322514
3.04E-07	0.472321415	1.93E-07	0.409321529
-3.60E-07	0.472320956	-2.49E-07	0.40932091
-5.76E-08	0.472320164	-1.83E-07	0.40931986
2.90E-08	0.472319909	2.31E-07	0.40931931
6.96E-08	0.472319781	2.01E-07	0.409318271
1.58E-07	0.4723195	-2.54E-07	0.409317663
-2.13E-07	0.472319099	-2.53E-07	0.409316452
-1.93E-07	0.472317931	3.25E-07	0.409315648
2.47E-07	0.472317514	2.06E-07	0.409314351
-1.42E-07	0.472316261	-2.62E-07	0.409313712
1.91E-07	0.472315908	-2.18E-07	0.409312553
1.56E-07	0.472314912	2.80E-07	0.409311863
-2.02E-07	0.472314569	2.70E-07	0.409310544
-1.91E-07	0.472313433	-3.27E-07	0.409309816
2.52E-07	0.472312982	-4.92E-08	0.409308854
2.48E-07	0.472311536	7.09E-08	0.409308654
-3.08E-07	0.472311068	4.50E-08	0.409308371
-2.80E-07	0.472309375	1.06E-07	0.409308239
3.47E-07	0.472308847	-1.48E-07	0.409307836
2.27E-07	0.47230722	-1.12E-07	0.409307207
-2.79E-07	0.472306809	1.53E-07	0.409306801
-1.24E-07	0.472305688	1.32E-07	0.409306116
1.68E-07	0.472305364	2.75E-07	0.409305806
1.44E-07	0.472304465	-3.47E-07	0.409304977
-1.89E-07	0.472304132	-5.83E-08	0.409303944
-1.44E-07	0.472303181	-1.34E-07	0.409303779
1.91E-07	0.472302836	1.84E-07	0.409303288
1.64E-07	0.472301818	1.55E-07	0.409302471
3.27E-07	0.472301298	-2.04E-07	0.40930195
-3.82E-07	0.472300841	-2.02E-07	0.409300978
-2.12E-07	0.472299168	2.50E-07	0.409300398
2.65E-07	0.472298757	2.29E-07	0.409299249
2.18E-07	0.472297374	-2.83E-07	0.409298592
-2.83E-07	0.472296881	-1.63E-07	0.409297498
-2.83E-07	0.472295241	2.19E-07	0.409296928
3.46E-07	0.472294739	2.04E-07	0.409295916
3.29E-07	0.472292788	-2.59E-07	0.409295288
-4.01E-07	0.472292215	-2.18E-07	0.40929414
-1.10E-07	0.472290818	2.78E-07	0.409293459
-2.35E-07	0.472290419	2.71E-07	0.409292144
2.88E-07	0.472289998	-3.26E-07	0.409291424
2.73E-07	0.472288379	-2.26E-08	0.409290521
-3.33E-07	0.472287899	3.32E-08	0.409290426
-1.05E-07	0.472286695	1.87E-08	0.409290299
1.46E-07	0.472286402	4.55E-08	0.409290241
1.12E-07	0.472285663	-6.59E-08	0.409290054
-1.52E-07	0.472285373	-4.05E-08	0.409289794
-1.33E-07	0.472284551	5.83E-08	0.40928963
-2.76E-07	0.472284097	3.71E-08	0.409289397
3.47E-07	0.472283553	8.73E-08	0.409289288
3.22E-08	0.472282544	-1.22E-07	0.409288956
7.68E-08	0.472282402	-9.30E-08	0.409288437
-1.09E-07	0.472282179	-2.05E-07	0.409288195
-7.65E-08	0.472281652	2.69E-07	0.409287513
1.06E-07	0.47228144	2.67E-07	0.409286233
-5.42E-08	0.472280956	-3.29E-07	0.409285474
7.73E-08	0.472280795	-3.05E-07	0.409283954
4.84E-08	0.472280439	3.75E-07	0.40928309
1.12E-07	0.472280236	1.80E-07	0.40928172
2.41E-07	0.472279828	-2.27E-07	0.409281171
-3.09E-07	0.47227931	-2.26E-07	0.409280088
-1.75E-07	0.472277945	2.91E-07	0.409279363
2.26E-07	0.472277564	2.17E-07	0.409278131
1.82E-07	0.472276395	-2.72E-07	0.409277483
-2.36E-07	0.472275987	-2.38E-07	0.409276256
-2.20E-07	0.472274672	3.00E-07	0.409275538
2.70E-07	0.472274273	2.99E-07	0.409274106
1.25E-07	0.472273171	-3.54E-07	0.409273353
-1.69E-07	0.472272847	-5.67E-08	0.409272574
-1.47E-07	0.472271938	2.86E-08	0.409272351
1.91E-07	0.472271603	6.85E-08	0.409272265
1.48E-07	0.472270633	1.56E-07	0.409272076
-1.95E-07	0.472270283	-2.10E-07	0.409271525
-1.71E-07	0.47226923	-1.90E-07	0.409270565
2.31E-07	0.472268795	2.44E-07	0.409269964
2.06E-07	0.472267537	-1.40E-07	0.409268871
-2.66E-07	0.472267085	1.88E-07	0.409268381
-1.91E-07	0.472265783	1.54E-07	0.409267555
2.40E-07	0.4722654	-1.99E-07	0.409267061
2.08E-07	0.47226411	-1.89E-07	0.409266131
-2.63E-07	0.472263686	2.49E-07	0.409265496
-2.62E-07	0.472262166	2.45E-07	0.409264315
3.38E-07	0.472261592	-3.04E-07	0.409263607
2.39E-07	0.472259951	-2.77E-07	0.409262213
-3.01E-07	0.472259469	3.43E-07	0.409261414
-6.29E-08	0.472258482	2.19E-07	0.409260043
-1.43E-07	0.472258229	-2.69E-07	0.409259422
1.92E-07	0.472257869	-1.33E-07	0.40925843
1.75E-07	0.472256813	1.80E-07	0.409257955
-2.24E-07	0.472256438	1.59E-07	0.409257141
-1.83E-07	0.472255272	-2.06E-07	0.409256627
2.36E-07	0.472254868	-1.63E-07	0.409255734
2.23E-07	0.472253543	2.13E-07	0.409255195
-2.94E-07	0.472253014	1.93E-07	0.409254219
-2.88E-07	0.472251331	-2.58E-07	0.409253547
3.58E-07	0.472250782	-2.41E-07	0.409252348
9.07E-09	0.472249869	3.06E-07	0.409251606
4.70E-09	0.47224983	9.70E-08	0.409250594
-7.02E-09	0.472249815	2.12E-07	0.409250345
-3.60E-09	0.472249785	-2.76E-07	0.409249649
-8.95E-09	0.472249768	-2.76E-07	0.409248327
1.33E-08	0.472249738	3.38E-07	0.409247556
6.95E-09	0.472249681	3.20E-07	0.409245977
-1.04E-08	0.472249658	-3.91E-07	0.409245093
-5.41E-09	0.472249614	-1.16E-07	0.40924382
-1.34E-08	0.472249589	-2.46E-07	0.409243538
1.98E-08	0.472249545	2.99E-07	0.409242866
1.07E-08	0.472249459	2.88E-07	0.409241461
2.63E-08	0.47224941	-3.48E-07	0.409240684
-3.86E-08	0.472249325	-5.59E-08	0.409239651
-2.19E-08	0.472249155	8.04E-08	0.409239425
-5.31E-08	0.472249056	5.17E-08	0.409239103
-1.22E-07	0.472248838	-7.36E-08	0.409238897
-2.55E-07	0.472248414	-4.99E-08	0.409238597
3.23E-07	0.472247895	-1.15E-07	0.409238456
7.47E-08	0.472246813	1.57E-07	0.409238038
1.68E-07	0.472246517	1.33E-07	0.409237339
-2.25E-07	0.472246102	-1.75E-07	0.409236894
-2.11E-07	0.472244845	-1.32E-07	0.40923615
2.67E-07	0.472244413	1.76E-07	0.409235696
2.27E-07	0.472242993	1.49E-07	0.409234914
-2.89E-07	0.472242518	-2.03E-07	0.409234374
-2.85E-07	0.472240858	-1.74E-07	0.409233466
3.41E-07	0.472240401	2.28E-07	0.409232889
1.78E-09	0.472239514	2.27E-07	0.409231802
-8.90E-10	0.472239507	-2.79E-07	0.40923116
-2.22E-09	0.472239502	-2.61E-07	0.409229865
-5.53E-09	0.472239492	3.20E-07	0.409229133
8.26E-09	0.472239473	1.33E-07	0.409228009
4.25E-09	0.472239438	-1.82E-07	0.409227522
1.06E-08	0.472239418	-1.52E-07	0.409226716
2.59E-08	0.47223937	2.01E-07	0.409226201
6.20E-08	0.472239255	1.97E-07	0.40922525
-8.81E-08	0.472239072	-2.45E-07	0.409224676
-6.04E-08	0.47223865	-2.21E-07	0.409223558
-1.39E-07	0.472238402	2.75E-07	0.409222914
1.88E-07	0.472238041	2.00E-07	0.409221762
1.63E-07	0.47223703	-2.63E-07	0.409221092
-2.13E-07	0.472236657	-2.59E-07	0.409219843
1.18E-07	0.472235603	3.21E-07	0.409219097
-1.60E-07	0.472235297	2.95E-07	0.40921762
-1.24E-07	0.472234486	-3.64E-07	0.409216775
-2.62E-07	0.472234047	-2.10E-07	0.409215368
3.17E-07	0.472233602	2.61E-07	0.409214756
3.09E-07	0.472231793	1.89E-07	0.409213664
-3.72E-07	0.472231282	-2.49E-07	0.40921303
-3.23E-08	0.472230207	-2.45E-07	0.409211848
4.72E-08	0.472230104	3.04E-07	0.409211142
2.74E-08	0.472229894	2.78E-07	0.409209745
-3.99E-08	0.472229808	-3.44E-07	0.409208946
-2.35E-08	0.472229628	-2.03E-07	0.409207606
-5.66E-08	0.472229524	2.52E-07	0.409207018
8.08E-08	0.472229355	1.68E-07	0.409205994
5.39E-08	0.472228972	-2.23E-07	0.409205421
1.25E-07	0.472228747	-2.16E-07	0.409204369
-1.71E-07	0.472228414	2.70E-07	0.409203731
-1.42E-07	0.472227516	2.41E-07	0.409202504
1.88E-07	0.472227176	-3.01E-07	0.409201792
-1.01E-07	0.472226268	-2.63E-07	0.409200436
1.39E-07	0.472225996	3.40E-07	0.409199585
1.01E-07	0.472225311	2.90E-07	0.409198066
2.20E-07	0.472224933	-3.60E-07	0.409197226
-2.73E-07	0.472224519	-3.28E-07	0.409195574
-2.50E-07	0.472223013	4.07E-07	0.409194626
3.09E-07	0.472222545	2.62E-07	0.409192996
1.91E-07	0.472221131	-3.22E-07	0.409192255
-2.54E-07	0.472220665	-1.52E-07	0.409191082
-2.41E-07	0.472219235	2.07E-07	0.409190534
3.04E-07	0.472218748	1.81E-07	0.409189603
5.70E-08	0.472217771	-2.35E-07	0.409189013
1.30E-07	0.472217538	-2.29E-07	0.409187904
-1.77E-07	0.472217201	2.80E-07	0.409187264
-1.55E-07	0.472216246	2.65E-07	0.409185959
2.02E-07	0.472215897	-3.23E-07	0.409185226
1.58E-07	0.472214869	-1.03E-07	0.409184157
-2.07E-07	0.472214501	1.44E-07	0.409183766
-1.85E-07	0.472213373	1.10E-07	0.409183151
2.48E-07	0.472212909	-1.50E-07	0.409182755
2.28E-07	0.472211538	7.79E-08	0.409182132
-2.91E-07	0.472211054	-1.09E-07	0.409181832
-1.40E-07	0.472209849	-7.39E-08	0.409181386
1.83E-07	0.472209528	-1.66E-07	0.409181187
1.41E-07	0.472208603	2.13E-07	0.409180663
-1.86E-07	0.472208268	1.75E-07	0.409179727
-1.62E-07	0.472207268	-2.25E-07	0.409179167
2.19E-07	0.472206853	-2.13E-07	0.409178116
1.95E-07	0.472205662	2.81E-07	0.409177397
-2.52E-07	0.472205231	2.76E-07	0.409176065
-1.97E-07	0.472203947	-3.42E-07	0.409175263
2.47E-07	0.472203563	-3.10E-07	0.409173695
2.19E-07	0.472202222	3.86E-07	0.409172793
-2.74E-07	0.472201793	2.67E-07	0.409171207
-2.47E-07	0.472200292	-3.26E-07	0.409170466
3.19E-07	0.472199747	-1.08E-07	0.409169379
2.48E-07	0.472198125	1.50E-07	0.409168971
-3.10E-07	0.47219764	1.17E-07	0.409168326
-2.75E-07	0.472195955	-1.58E-07	0.40916791
3.45E-07	0.472195414	-1.41E-07	0.409167191
3.19E-07	0.472193499	-2.90E-07	0.40916687
-3.80E-07	0.472193005	3.60E-07	0.409166024
-4.03E-08	0.472192118	6.73E-09	0.409165098
2.02E-08	0.472191942	3.46E-09	0.409165073
4.92E-08	0.47219185	-5.17E-09	0.409165058
1.15E-07	0.472191641	-2.63E-09	0.409165039
-1.60E-07	0.472191321	-6.56E-09	0.40916503
-1.24E-07	0.472190508	9.78E-09	0.409165002
1.68E-07	0.47219019	-4.89E-09	0.409164965
1.50E-07	0.472189275	7.30E-09	0.409164944
-1.94E-07	0.472188944	3.76E-09	0.409164917
-1.55E-07	0.472187948	9.35E-09	0.409164905
2.01E-07	0.472187596	-1.39E-08	0.409164864
1.85E-07	0.472186483	-7.32E-09	0.409164812
-2.46E-07	0.472186032	-1.81E-08	0.409164789
-2.33E-07	0.472184649	2.68E-08	0.409164712
2.94E-07	0.472184178	1.46E-08	0.40916461
2.53E-07	0.472182605	3.58E-08	0.409164564
-3.21E-07	0.472182085	8.43E-08	0.409164459
-3.18E-07	0.472180235	1.85E-07	0.40916424
3.79E-07	0.472179738	-2.43E-07	0.409163625
3.03E-08	0.472178825	-2.42E-07	0.409162466
-1.52E-08	0.472178694	2.97E-07	0.409161781
-3.71E-08	0.472178625	2.77E-07	0.409160403
-8.84E-08	0.472178462	-3.40E-07	0.409159622
1.25E-07	0.472178206	-1.46E-07	0.409158415
8.85E-08	0.472177598	2.00E-07	0.409157881
-1.23E-07	0.472177354	1.69E-07	0.409156991
-9.57E-08	0.472176729	-2.22E-07	0.409156424
-2.09E-07	0.472176369	-2.20E-07	0.409155367
2.73E-07	0.472175893	2.72E-07	0.409154735
2.73E-07	0.472174316	2.50E-07	0.409153483
-3.33E-07	0.472173831	-3.08E-07	0.409152768
-3.16E-07	0.472171955	-1.76E-07	0.40915158
3.86E-07	0.472171402	2.35E-07	0.409150966
1.10E-07	0.472170044	2.18E-07	0.409149877
2.35E-07	0.472169649	-2.78E-07	0.409149201
-2.86E-07	0.472169236	-1.05E-07	0.409148247
-2.74E-07	0.472167618	-2.25E-07	0.409147987
3.33E-07	0.472167146	2.89E-07	0.409147273
7.64E-08	0.472166034	1.76E-07	0.409146135
-1.08E-07	0.472165811	-2.25E-07	0.409145583
-7.57E-08	0.472165288	-1.86E-07	0.409144591
1.05E-07	0.472165077	2.39E-07	0.409143999
-5.37E-08	0.472164598	2.28E-07	0.40914288
7.66E-08	0.472164438	-3.00E-07	0.409142115
4.77E-08	0.472164086	-2.96E-07	0.409140691
1.11E-07	0.472163885	3.66E-07	0.409139839
2.39E-07	0.47216348	3.36E-07	0.409138154
-3.07E-07	0.47216296	-4.15E-07	0.40913719
-1.97E-07	0.47216153	-2.42E-07	0.40913558
2.51E-07	0.472161118	3.01E-07	0.409134876
2.10E-07	0.472159794	2.09E-07	0.409133636
-2.69E-07	0.472159345	-2.76E-07	0.409132928
-2.61E-07	0.472157813	-2.70E-07	0.40913162
3.15E-07	0.472157378	3.36E-07	0.409130832
3.58E-08	0.47215644	3.04E-07	0.409129295
-5.20E-08	0.472156329	-3.78E-07	0.409128409
-3.13E-08	0.472156094	-2.73E-07	0.40912683
-7.49E-08	0.472155955	3.32E-07	0.409126082
1.06E-07	0.472155736	8.50E-08	0.40912503
7.36E-08	0.472155225	-1.20E-07	0.4091247
-1.03E-07	0.472155018	-8.63E-08	0.4091242
5.23E-08	0.472154553	1.19E-07	0.409123878
-7.47E-08	0.472154396	-6.10E-08	0.409123393
-4.62E-08	0.472154054	8.66E-08	0.409123152
-1.08E-07	0.472153859	5.53E-08	0.409122805
-2.33E-07	0.472153461	1.28E-07	0.409122649
3.01E-07	0.472152947	-1.68E-07	0.40912222
2.28E-07	0.472151436	-1.26E-07	0.409121509
-2.86E-07	0.472150986	1.67E-07	0.409121073
-2.52E-07	0.472149439	1.40E-07	0.409120333
3.16E-07	0.472148938	-1.91E-07	0.409119821
3.16E-07	0.472147108	-1.61E-07	0.409118973
-3.73E-07	0.472146636	2.12E-07	0.409118432
-6.95E-08	0.472145841	2.08E-07	0.409117429
3.52E-08	0.47214553	-2.58E-07	0.409116825
8.37E-08	0.472145376	-2.34E-07	0.409115644
1.87E-07	0.472145048	2.91E-07	0.409114965
-2.49E-07	0.472144593	1.99E-07	0.409113775
-2.38E-07	0.472143187	-2.62E-07	0.409113102
2.99E-07	0.472142712	-2.56E-07	0.409111863
2.61E-07	0.472141102	3.19E-07	0.409111113
-3.29E-07	0.472140575	2.86E-07	0.409109661
-3.28E-07	0.472138673	-3.57E-07	0.409108821
3.89E-07	0.472138174	-2.82E-07	0.409107279
5.66E-08	0.472137304	3.40E-07	0.409106526
-2.85E-08	0.472137055	3.72E-08	0.409105556
-6.85E-08	0.472136928	-5.42E-08	0.409105402
9.59E-08	0.472136734	-3.25E-08	0.40910519
-4.87E-08	0.472136301	-7.77E-08	0.409105092
6.97E-08	0.472136154	1.10E-07	0.409104785
4.28E-08	0.472135836	7.58E-08	0.409104333
1.00E-07	0.472135654	-1.06E-07	0.409104042
2.18E-07	0.472135282	-7.88E-08	0.409103594
-2.82E-07	0.472134796	-1.76E-07	0.409103384
-2.41E-07	0.472133294	2.32E-07	0.409102786
2.99E-07	0.472132839	2.25E-07	0.409101691
2.73E-07	0.472131192	-2.82E-07	0.409101025
-3.38E-07	0.472130679	-2.51E-07	0.409099746
-2.15E-07	0.472129114	3.14E-07	0.409099003
2.65E-07	0.47212872	2.76E-07	0.409097587
1.32E-07	0.472127608	-3.29E-07	0.409096872
-1.79E-07	0.47212727	-1.32E-08	0.409096046
-1.59E-07	0.472126297	6.63E-09	0.409095996
2.06E-07	0.472125945	1.64E-08	0.409095975
1.64E-07	0.472124888	4.00E-08	0.409095924
-2.14E-07	0.472124514	-5.81E-08	0.409095759
-1.95E-07	0.472123337	-3.52E-08	0.409095531
2.60E-07	0.472122858	-8.39E-08	0.409095426
2.45E-07	0.472121399	1.19E-07	0.409095096
-3.10E-07	0.472120899	8.30E-08	0.409094606
-7.60E-08	0.472119846	-1.16E-07	0.40909429
-1.70E-07	0.472119548	-8.83E-08	0.409093797
2.26E-07	0.472119133	-1.95E-07	0.409093567
2.16E-07	0.472117856	2.55E-07	0.409092918
-2.72E-07	0.472117424	2.53E-07	0.409091702
-2.37E-07	0.472115963	-3.12E-07	0.409090979
2.98E-07	0.472115484	-2.89E-07	0.409089537
2.98E-07	0.472113759	3.56E-07	0.409088715
-3.53E-07	0.472113304	1.77E-07	0.4090874
-4.74E-08	0.472112505	-2.23E-07	0.409086864
2.38E-08	0.472112297	-2.23E-07	0.409085797
5.75E-08	0.47211219	2.87E-07	0.409085087
1.33E-07	0.472111952	1.84E-07	0.409083938
-1.81E-07	0.472111602	-2.35E-07	0.409083366
-1.53E-07	0.472110642	-1.97E-07	0.409082327
2.01E-07	0.472110283	2.52E-07	0.409081709
-1.10E-07	0.472109299	2.44E-07	0.409080522
1.50E-07	0.472109008	-3.19E-07	0.409079716
1.12E-07	0.47210826	-3.18E-07	0.409078193
2.41E-07	0.472107851	3.91E-07	0.409077298
-2.96E-07	0.472107417	3.67E-07	0.409075482
-2.79E-07	0.472105758	-4.49E-07	0.409074458
3.41E-07	0.472105264	-1.60E-07	0.409072935
1.16E-07	0.472104004	2.09E-07	0.409072411
-1.61E-07	0.472103685	1.92E-07	0.40907145
-1.26E-07	0.472102865	-2.55E-07	0.409070789
1.70E-07	0.472102545	-2.43E-07	0.409069595
1.54E-07	0.472101614	3.06E-07	0.409068861
3.13E-07	0.472101108	5.21E-08	0.409067947
-3.88E-07	0.472100517	1.20E-07	0.4090678
-2.72E-08	0.472099572	-1.64E-07	0.409067363
-1.50E-08	0.472099453	-1.39E-07	0.409066633
2.23E-08	0.472099403	1.83E-07	0.409066167
1.20E-08	0.472099307	1.38E-07	0.40906539
2.95E-08	0.472099252	-1.84E-07	0.409064915
7.01E-08	0.472099123	-1.56E-07	0.409064099
1.57E-07	0.472098848	2.12E-07	0.409063534
-2.08E-07	0.472098467	1.82E-07	0.409062586
-2.00E-07	0.472097289	-2.38E-07	0.409061982
2.51E-07	0.472096891	-2.37E-07	0.409060848
2.19E-07	0.472095541	2.91E-07	0.409060177
-2.76E-07	0.4720951	2.72E-07	0.409058826
-2.76E-07	0.472093503	-3.34E-07	0.40905806
3.54E-07	0.472092905	-1.40E-07	0.409056883
2.17E-07	0.47209129	1.92E-07	0.409056369
-2.78E-07	0.472090828	1.61E-07	0.409055518
-1.33E-07	0.472089681	-2.13E-07	0.409054974
-2.77E-07	0.472089223	-2.09E-07	0.409053966
3.49E-07	0.472088665	2.59E-07	0.40905336
6.34E-08	0.47208755	2.36E-07	0.409052172
1.45E-07	0.47208729	-2.92E-07	0.409051489
-1.98E-07	0.472086911	-1.96E-07	0.409050301
-1.72E-07	0.47208585	2.59E-07	0.409049634
2.24E-07	0.472085459	2.52E-07	0.409048411
2.24E-07	0.472084165	-3.14E-07	0.409047669
-2.74E-07	0.472083766	-2.80E-07	0.409046241
-2.59E-07	0.472082229	3.50E-07	0.409045412
3.16E-07	0.472081774	3.02E-07	0.409043842
9.49E-08	0.472080646	-3.62E-07	0.409043054
-1.32E-07	0.472080379	-6.01E-09	0.409042124
-1.00E-07	0.472079716	3.00E-09	0.409042101
1.36E-07	0.472079453	7.48E-09	0.409042092
-7.05E-08	0.472078819	1.85E-08	0.409042068
9.92E-08	0.472078617	-2.74E-08	0.409041989
6.60E-08	0.472078148	-1.49E-08	0.409041885
1.50E-07	0.472077883	2.20E-08	0.409041822
-1.93E-07	0.472077552	1.20E-08	0.409041738
-1.54E-07	0.472076559	2.95E-08	0.409041701
2.01E-07	0.472076207	-4.31E-08	0.409041578
1.83E-07	0.4720751	-2.51E-08	0.409041411
-2.45E-07	0.47207465	-6.05E-08	0.409041334
-2.31E-07	0.472073278	8.67E-08	0.409041091
2.92E-07	0.472072808	5.66E-08	0.409040741
6.96E-08	0.472071823	-8.03E-08	0.409040518
1.56E-07	0.472071549	-5.54E-08	0.409040188
-2.08E-07	0.472071166	-1.27E-07	0.409040034
-1.97E-07	0.472069996	1.72E-07	0.409039578
2.49E-07	0.472069597	1.51E-07	0.409038802
2.14E-07	0.472068267	-1.96E-07	0.40903831
-2.71E-07	0.472067826	-1.53E-07	0.409037467
-2.69E-07	0.472066262	2.01E-07	0.409036955
3.48E-07	0.472065667	1.79E-07	0.409036041
2.66E-07	0.472063912	-2.41E-07	0.409035409
-3.34E-07	0.472063388	-2.20E-07	0.409034303
-2.66E-08	0.47206243	2.82E-07	0.409033611
-6.39E-08	0.472062312	1.40E-07	0.40903257
9.09E-08	0.472062123	-1.83E-07	0.40903211
6.17E-08	0.472061689	-1.42E-07	0.409031325
1.42E-07	0.472061434	1.87E-07	0.409030847
-1.94E-07	0.47206106	1.65E-07	0.409030001
-1.65E-07	0.47206003	-2.22E-07	0.409029416
2.16E-07	0.472059646	-2.01E-07	0.409028399
2.15E-07	0.4720584	2.58E-07	0.409027761
-2.65E-07	0.472058003	1.57E-07	0.409026746
-2.45E-07	0.472056534	3.17E-07	0.409026399
3.02E-07	0.472056084	-3.92E-07	0.409025489
1.53E-07	0.47205481	-4.60E-08	0.409024583
-2.07E-07	0.472054419	-2.72E-08	0.409024404
-1.85E-07	0.472053292	3.99E-08	0.409024289
2.38E-07	0.472052885	2.28E-08	0.409024136
-1.36E-07	0.472051686	5.53E-08	0.409024065
1.82E-07	0.472051344	-7.98E-08	0.40902384
1.47E-07	0.472050401	-5.01E-08	0.409023523
-1.91E-07	0.472050071	7.17E-08	0.409023322
-1.77E-07	0.472049009	4.70E-08	0.409023032
2.35E-07	0.47204858	1.10E-07	0.409022897
2.27E-07	0.472047247	-1.51E-07	0.409022489
-2.84E-07	0.4720468	-1.21E-07	0.409021831
-2.50E-07	0.472045264	1.62E-07	0.409021408
3.14E-07	0.472044767	-8.59E-08	0.40902072
3.14E-07	0.47204295	1.19E-07	0.409020396
-3.71E-07	0.472042482	8.42E-08	0.409019902
-7.03E-08	0.472041696	1.86E-07	0.409019683
3.56E-08	0.472041381	-2.34E-07	0.409019125
8.46E-08	0.472041226	-2.04E-07	0.409018072
1.89E-07	0.472040895	2.57E-07	0.409017455
-2.51E-07	0.472040438	2.57E-07	0.409016228
-2.41E-07	0.472039018	-3.30E-07	0.409015411
3.02E-07	0.472038542	-2.05E-07	0.409014105
2.66E-07	0.472036908	2.61E-07	0.409013466
-3.34E-07	0.472036378	-1.53E-07	0.409012285
-3.34E-07	0.472034444	2.04E-07	0.409011756
3.95E-07	0.472033945	1.72E-07	0.409010852
7.28E-08	0.472033103	-2.19E-07	0.409010314
-3.68E-08	0.472032778	-2.14E-07	0.409009278
-8.76E-08	0.472032617	2.79E-07	0.409008575
1.20E-07	0.472032381	2.79E-07	0.409007242
-6.19E-08	0.472031826	-3.41E-07	0.409006464
8.76E-08	0.472031645	-3.23E-07	0.409004873
5.66E-08	0.472031236	3.94E-07	0.409003979
1.30E-07	0.472031004	1.16E-07	0.409002696
2.72E-07	0.472030553	2.47E-07	0.409002413
-3.44E-07	0.47203	-3.01E-07	0.409001735
-7.73E-08	0.472028855	-2.90E-07	0.409000322
-1.74E-07	0.472028547	3.51E-07	0.408999539
2.33E-07	0.472028114	5.80E-08	0.408998496
2.17E-07	0.472026815	-8.32E-08	0.408998262
-2.76E-07	0.472026362	-5.39E-08	0.408997928
-9.71E-08	0.472025332	7.66E-08	0.408997714
-2.10E-07	0.472024974	5.23E-08	0.408997401
2.71E-07	0.472024509	1.20E-07	0.408997254
2.09E-07	0.472023137	-1.64E-07	0.408996818
-2.62E-07	0.472022726	-1.41E-07	0.408996085
-2.31E-07	0.472021309	1.84E-07	0.408995619
2.90E-07	0.472020852	1.42E-07	0.40899483
2.79E-07	0.472019208	-1.87E-07	0.40899435
-3.59E-07	0.472018602	-1.62E-07	0.408993509
-2.23E-07	0.472016956	2.20E-07	0.408992928
2.85E-07	0.472016484	1.94E-07	0.408991933
1.28E-07	0.472015333	-2.52E-07	0.408991303
2.69E-07	0.472014885	-2.10E-07	0.40899019
-3.41E-07	0.472014331	2.61E-07	0.408989578
